Date	Title
2012-08-06 	Smartphone maker HTC shares hit nearly 4-yr low on grim outlook
2012-08-06 	"Apple and Samsung take Australian legal battle to the ""hot tub"""
2012-08-06 	Samsung, Apple spar over gadgets' specs
2012-08-07 	"Former Apple designer says Samsung phones ""confusingly similar"""
2012-08-07 	Former Apple designer says Samsung phones looked similar
2012-08-08 	RIM shares rise on hopes of Samsung licensing deal
2012-08-10 	Samsung takes on Apple at trial over value of phone features
2012-08-10 	Courtroom tension boils in Apple-Samsung showdown
2012-08-10 	Samsung takes on Apple over value of phone features
2012-08-13 	Apple expert shines light on Samsung sales in U.S.
2012-08-13 	Samsung Engineering wins $843 mln Bolivian construction contract
2012-08-13 	Apple has licensed design patents to Microsoft-exec
2012-08-13 	TEXT-S&P: Outlook on Samsung revised to positive; rtgs affirmed
2012-08-14 	S.Korea's Samsung Engineering wins $840 mln order in Bolivia
2012-08-14 	At trial, it's Samsung's turn to say Apple copied
2012-08-15 	Judge urges Apple, Samsung to settle before verdict
2012-08-15 	Samsung unveils new tablet to challenge Apple's iPad
2012-08-15 	Judge urges Apple and Samsung to settle ahead of verdict
2012-08-15 	Lenovo beats estimates with 30 percent first-quarter profit rise
2012-08-15 	Lenovo beats estimates with 30 pct Q1 profit rise
2012-08-16 	RIM plans new contact management features on BB10 devices
2012-08-17 	Samsung expert: Apple overstates its damages at trial
2012-08-19 	Seoul shares edge lower as Samsung Elec weighs
2012-08-19 	Samsung Electronics shares fall 3 percent, cooling after 23 percent surge
2012-08-19 	Seoul shares slip, bump up against technical resistance
2012-08-19 	Samsung Elec shares fall 3 pct, cooling after 23 pct surge
2012-08-20 	Seoul shares close nearly flat as post-rally fatigue sets in
2012-08-20 	Seoul shares gain ground; shipyards lead
2012-08-21 	Apple, Samsung make final pitch to jury
2012-08-21 	Apple, Samsung lawyers make final pitches to U.S. jury
2012-08-21 	U.S. stock futures signal gains; Facebook eyed
2012-08-21 	Seoul shares fall on profit-taking after sharp rally
2012-08-21 	US STOCKS-Wall St poised to make four-year high
2012-08-22 	California jurors get to work in Apple vs. Samsung trial
2012-08-22 	Analysis: In Apple vs. Samsung, alchemy of damages takes the stage
2012-08-22 	Loewe sees sales up on new products, stable prices
2012-08-23 	Seoul court rules Apple infringed two Samsung patents
2012-08-24 	Samsung's phones infringed on some Apple patents-jury
2012-08-24 	Apple share of China smartphone mkt almost halved in Q2: IDC
2012-08-24 	CORRECTED-UPDATE 1-Apple share of China smartphone mkt almost halved in Q2: IDC
2012-08-24 	CORRECTED-(OFFICIAL)-Apple share of China smartphone mkt almost halved in Q2, Lenovo gains: IDC
2012-08-24 	Apple share of China smartphone mkt almost halved in Q2, Lenovo gains: IDC
2012-08-24 	Apple triumphs over Samsung, awarded over $1 billion damages
2012-08-24 	Seoul court rules Samsung didn't violate Apple design
2012-08-24 	Jury finds Apple's patents valid in Samsung trial
2012-08-25 	Jury didn't want to let Samsung off easy in Apple trial: foreman
2012-08-25 	Analysis: Sweeping Apple win, but Samsung set for bounce-back
2012-08-25 	"Apple CEO Tim Cook says chose legal action ""reluctantly"""
2012-08-25 	Apple patent victory boosts Microsoft as Asian vendors scramble
2012-08-25 	Apple CEO Tim Cook says chose legal action 'reluctantly'
2012-08-25 	Jury didn't want to let Samsung off easy in Apple trial
2012-08-26 	S.Korea won weakest since Aug 3 as Samsung shares fall; bonds up
2012-08-26 	Seoul shares drop; Samsung slides after Apple victory
2012-08-27 	Breakingviews: Consumers can hope Apple patent victory is Pyrrhic
2012-08-27 	Analysis: Apple's win dents Android's standard-essential patent hopes
2012-08-27 	RIM shares rise following setback for Samsung, Android
2012-08-27 	Analysis: Friend and foe; Samsung, Apple won't want to damage parts deal
2012-08-27 	Apple seeks quick bans on eight Samsung phones
2012-08-27 	Analysis: How Apple overwhelmed Samsung's patent case tactics
2012-08-27 	Apple seeks to stop U.S. sales of eight Samsung products
2012-08-27 	Samsung shares drop $12 billion after Apple's court victory
2012-08-27 	Seoul shares seen rangebound, investors await Jackson Hole
2012-08-27 	S.Korea won edges down to over 3-week low; bonds up
2012-08-27 	Column: Apple's patent victory is a victory for competition
2012-08-27 	Asia Swaps Watch-Naphtha Sep EW drops to parity; Sep/Oct surge to 4-mth high
2012-08-27 	CANADA STOCKS-TSX drops with miners; but banks, RIM limit fall
2012-08-27 	US STOCKS-Futures up as investors look for stimulus, Apple gains
2012-08-27 	Europe stocks rise as Evans fuels stimulus hopes
2012-08-27 	US STOCKS-Wall St flat but Apple rallies on court ruling
2012-08-28 	How to play it: What Apple's victory means for mobile investors
2012-08-28 	Judge sets Dec. 6 hearing on Apple's injunction vs Samsung
2012-08-28 	HOW TO PLAY IT-What Apple's victory means for mobile investors
2012-08-28 	Seoul shares inch down, investors await Jackson Hole
2012-08-28 	ADR REPORT-Japanese shares fall on weaker growth outlook
2012-08-29 	Samsung launches first smartphone with new Windows software
2012-08-29 	Samsung sees new Galaxy Note outselling predecessor
2012-08-29 	Samsung strikes new Note after Apple suit
2012-08-29 	Seoul shares edge down; steelmakers lose ground
2012-08-29 	Seoul shares rise; domestic investors buy blue-chips
2012-08-29 	Sony launches Xperia tablet in push for mobile success
2012-08-29 	Seoul shares seen rangebound as investors hold fire
2012-08-30 	Sony sees little impact from Android legal woes
2012-08-30 	Seoul share edge down as investors pare U.S. stimulus hopes
2012-08-30 	China smartphone market to overtake U.S. in 2012: research firm
2012-08-30 	China smartphone market to overtake U.S. in 2012-research firm
2012-08-31 	Apple targets more Samsung products in patent suit
2012-08-31 	Samsung wins over Apple in Japan patent case
2012-08-31 	Breakingviews: Apple may bury hatchet with Google  just not yet
2012-08-31 	Seoul shares slip ahead of Bernanke speech
2012-08-31 	Android phone makers back platform but consider other options
2012-09-02 	Seoul shares edge down, Samsung Elec bruised again by Apple
2012-09-03 	S.Korean shares bounce on policy easing optimism
2012-09-04 	Apple sets September 12 event, latest iPhone expected
2012-09-04 	Microsoft, Nokia pin hopes on new Lumia as mobile war escalates
2012-09-04 	Sony won't compete on price in tablet market-executive
2012-09-04 	Seoul shares ease on weak U.S. data; Samsung Elec drags
2012-09-04 	Seoul shares weaken after soft U.S. data; Samsung falls
2012-09-05 	Samsung SDI ends electric battery venture with Bosch
2012-09-05 	Seoul shares edge up from one-month low
2012-09-05 	Seoul shares hit one-month low ahead of ECB
2012-09-05 	Motorola unveils three phones for Verizon Wireless
2012-09-05 	Seoul shares hit one-month low on soft U.S. data, ECB eyed
2012-09-05 	Seoul shares pull up from 1-mth low; telecoms rally
2012-09-06 	Apple cuts memory chip order to Samsung for new iPhone: source
2012-09-06 	Samsung's challenge: keep the customer
2012-09-06 	Apple cuts memory chip order to Samsung for new iPhone-source
2012-09-06 	HTC eyes sales boost for Windows phones
2012-09-06 	South Korean shares inch up on ECB bond-buying hope
2012-09-06 	Seoul shares jump 2 pct at open after ECB bond plan
2012-09-07 	Intel seeks software experts in growing Windows tablet push
2012-09-07 	Seoul shares post largest daily gain in six wks, jobs data eyed
2012-09-07 	Seoul shares post largest daily gain in six weeks
2012-09-07 	Verizon CEO: Samsung may be factor in mobile software war
2012-09-10 	Seoul shares extend losses, caution reigns ahead of key events
2012-09-11 	Intel pitches future of PCs at developer forum
2012-09-11 	Seoul shares rebound; shipbuilders rise ahead of Germany ruling
2012-09-11 	Apple turns legal guns on Polish retailer A.pl
2012-09-12 	Hutchison's Li Ka-shing, Samsung Elec chairman seek deeper business ties
2012-09-12 	Samsung Electronics shares hit three-week high ahead of iPhone 5 unveiling
2012-09-12 	South Korean shares end near 4-week high; Samsung Elec gains
2012-09-12 	Apple takes wraps off thinner iPhone
2012-09-13 	Seoul shares rally to over 4-month high after Fed
2012-09-14 	Apple did not violate Samsung patents: U.S. trade judge
2012-09-14 	S.Korea's Samsung Engineering says signs $842 mln Bolivian order
2012-09-14 	PCs no longer consume majority of DRAM chips: IHS iSuppli
2012-09-14 	Apple does not violate Samsung patents: US ITC judge
2012-09-16 	Seoul shares open lower after third straight daily gain
2012-09-17 	S.Korea shares ease as Fed-inspired upward momentum slows
2012-09-17 	Seoul shares end down, snap 3-day winning streak
2012-09-17 	LG unveils new premium phone with voice-activated power camera
2012-09-18 	Seoul shares edge up as index treads water after Fed rally
2012-09-18 	Micron hires senior mobile executive from Nvidia
2012-09-18 	Motorola launches Intel-powered smartphone
2012-09-18 	RIM shares rise on Microsoft file technology license deal
2012-09-18 	Seoul shares tread water in aftermath of Fed-led rally
2012-09-18 	Seoul shares seen in range as investors seek post-Fed catalysts
2012-09-19 	Sprint says passed 1 million sales of LTE phones
2012-09-19 	Seoul shares fall at open, Samsung Elec down 0.8 pct
2012-09-19 	HTC unveils two Windows phones, several carrier customers
2012-09-19 	Sprint says passed 1 mln sales of LTE phones
2012-09-19 	HTC unveils two Windows phones, multiple customers
2012-09-19 	Saudi Aramco sees 20 bidders to build Jizan refinery-sources
2012-09-20 	Seoul shares slip on China manufacturing data
2012-09-20 	Panasonic unsure when can restart protest-damaged Qingdao plant
2012-09-20 	Seoul shares seen boxed in range as investors seek new cues
2012-09-20 	Seoul shares extend fall on lacklustre China manufacturing data
2012-09-20 	CORRECTED-Samsung says to add iPhone 5 to U.S. lawsuits vs Apple
2012-09-21 	S.Korea's Samsung Heavy says wins $620 mln drillship order
2012-09-21 	Seoul shares gain as Samsung Elec, food makers rally
2012-09-21 	Apple still draws crowds in Asia with new iPhone 5
2012-09-21 	Grumbling over maps fails to dampen Apple iPhone 5 fever
2012-09-21 	REFILE-WRAPUP 1-Apple still draws crowds in Asia with new iPhone 5
2012-09-22 	Apple seeks U.S. Samsung sales ban, $707 million more in damages
2012-09-22 	Apple seeks US Samsung sales ban, $707 mln more in damages
2012-09-23 	Seoul shares fall 1 pct; global growth concerns back in focus
2012-09-24 	Seoul shares inch down, Samsung Elec falls on iPhone success
2012-09-24 	South Korean shares recoup losses on buying by pension funds
2012-09-24 	Seoul shares cut some losses as Spain, U.S. data eyed
2012-09-25 	Seoul shares fall to a two-week low; Hyundai Motor gains
2012-09-25 	RIM says carriers impressed with its new BB10 devices
2012-09-25 	Texas Instruments eyes change to wireless investment
2012-09-26 	Seoul shares edge down as investors eye euro zone measures
2012-09-27 	Samsung goes after jury foreman in bid to reverse Apple verdict
2012-09-28 	Samsung wins reconsideration of Galaxy Tab sales ban
2012-09-28 	Seoul shares edge up on foreign buying before holidays
2012-09-28 	Appeals court sends Galaxy Tab injunction back to trial judge
2012-10-02 	Samsung, battling Apple verdict, cites foreman's Seagate lawsuit
2012-10-04 	Samsung Elec estimates Q3 profit at record $7.3 bln
2012-10-04 	Samsung's Galaxy phones drive record $7.3 billion profit
2012-10-04 	Samsung Electronic estimates Q3 profit at record $7.3 billion
2012-10-05 	Hon Hai asks for joint ownership of Sharp's small LCD-media
2012-10-05 	Senior smartphone executive leaves Nokia
2012-10-05 	Seoul share gains capped after Samsung earnings boost
2012-10-08 	South Korean shares fall on growth worries, earnings pessimism
2012-10-08 	Seoul shares rebound, Samsung Electronics rises for third day
2012-10-09 	Seoul shares slide on earnings pessimism
2012-10-09 	Seoul shares edge down as large caps ease
2012-10-10 	Seoul shares retreat on U.S. tech woes
2012-10-10 	Samsung Elec sends Seoul shares lower after U.S. tech sell-off
2012-10-10 	Slovak got approve EUR 121 mln in subsidy, Samsung included
2012-10-10 	Samsung Elec shares lose 3 pct along with market decline
2012-10-11 	U.S. court clears Samsung phone, hands Apple setback
2012-10-11 	KOSPI set to gain as Samsung wins U.S. court appeal
2012-10-11 	Seoul shares tumble to one-month low in weeklong loss
2012-10-11 	US STOCKS-Wall St flat as Apple dents gains from jobless data
2012-10-11 	US STOCKS SNAPSHOT: Wall St cuts gains; Nasdaq turns negative
2012-10-12 	Seoul shares end flat after seesaw session
2012-10-12 	STMicroelectronics rallies on report of breakup
2012-10-12 	Apple gets OK to use Swiss railway clock design
2012-10-12 	CORRECTED-Microsoft sets Windows 8 price, opens for pre-order
2012-10-12 	Micron sees Elpida deal closing despite challenge
2012-10-14 	Seoul shares seen rangebound as earnings concerns spur caution
2012-10-15 	Samsung Engineering wins Aramco lubricants JV expansion
2012-10-15 	Seoul shares climb on U.S. retail sales, earnings
2012-10-15 	Seoul shares slip amid investor concerns about earnings
2012-10-15 	South Korea doubles 2013 emissions reduction target
2012-10-15 	South Korean shares hit one-month low ahead of earnings
2012-10-16 	Seoul shares gain on global bull market, chipmakers seen rising
2012-10-16 	South Korean exporters rally on positive U.S. data
2012-10-16 	Seoul shares climb from one-month low
2012-10-17 	Seoul shares rise 0.7 pct to highest close since Oct 9
2012-10-17 	Seoul shares make modest gains despite tech losses
2012-10-18 	Apple loses tablet copyright appeal against Samsung
2012-10-18 	Seoul shares weaken after Google, Microsoft results
2012-10-21 	Seoul shares drop 1 pct after U.S. earnings disappoint
2012-10-21 	Seoul shares slump on disappointing U.S. earnings
2012-10-21 	S.Korea's Samsung Engineering wins $871 mln order in Saudi Arabia
2012-10-21 	South Korea's Samsung Engineering wins $871 million order in Saudi Arabia
2012-10-22 	Abu Dhabi-led group submits lowest price for Saudi power station
2012-10-22 	Seoul shares pare losses to end nearly flat
2012-10-23 	ADR REPORT-Earnings concerns drag foreign shares lower
2012-10-23 	Nokia seeks $972 million from bonds to help drive fightback
2012-10-23 	Samsung wins preliminary round over Apple patent
2012-10-24 	LG Electronics boosts smartphone sales as rivals fade
2012-10-25 	Samsung says to book patent provisions after U.S. ruling
